State,Year,Population,Violent Crime Rate,Murder Rate,Forcible Rape Rate,Robbery Rate,Aggraveted Assault Rate,Property Crime Rate,Burglary Rate,Larceny & Theft Rate,Motor Vehicle Theft Rate
Alaska,1960,226167,104.3000031,10.19999981,20.79999924,28.29999924,45.09999847,1544.900024,332.1000061,970.5,242.3000031
Alaska,1961,234000,88.90000153,11.5,13.19999981,12.39999962,51.70000076,1540.599976,380.7999878,950,209.8000031
Alaska,1962,246000,91.5,4.5,18.70000076,13.80000019,54.5,1564.599976,351.6000061,985.4000244,227.6000061
Alaska,1963,248000,109.6999969,6.5,14.89999962,22.20000076,66.09999847,1952.800049,381.5,1213.699951,357.7000122
Alaska,1964,250000,150,10.39999962,22.39999962,21.20000076,96,2016,443.6000061,1218.400024,354
Alaska,1965,253000,149,6.300000191,17.79999924,39.90000153,85,2454.5,554.5,1492.900024,407.1000061
Alaska,1966,272000,150.3999939,12.89999962,19.5,36,82,2635.300049,593,1600.699951,441.5
Alaska,1967,272000,160.6999969,9.600000381,17.60000038,35.29999924,98.19999695,2723.899902,688.5999756,1630.900024,404.3999939
Alaska,1968,277000,175.5,10.5,21.70000076,52.70000076,90.59999847,3145.5,747.2999878,1915.900024,482.2999878
Alaska,1969,282000,221.3000031,10.60000038,29.39999962,67.40000153,113.8000031,3658.899902,870.5999756,2196.800049,591.5
Alaska,1970,302173,278,12.19999981,26.10000038,71.80000305,167.8000031,3523.800049,789.9000244,2182.5,551.2999878
Alaska,1971,313000,355.2999878,13.39999962,43.5,67.09999847,231.3000031,3809.300049,848.5999756,2438,522.7000122
Alaska,1972,325000,370.5,9.5,41.79999924,66.5,252.6000061,4108,970.7999878,2639.100098,498.2000122
Alaska,1973,330000,384.5,10,44.5,67,263,4558.799805,1167.300049,2865.5,526.0999756
Alaska,1974,337000,453.1000061,13.60000038,49.29999924,88.40000153,301.7999878,4786.600098,1166.800049,2972.100098,647.7999878
Alaska,1975,352000,539.7999878,12.19999981,44.59999847,129.5,353.3999939,5656.799805,1214.5,3522.399902,919.9000244
Alaska,1976,382000,540.0999756,11.30000019,46.90000153,124.9000015,357.1000061,5680.600098,1218.099976,3656.800049,805.7999878
Alaska,1977,407000,443.2000122,10.80000019,51.59999847,96.80000305,284,5454.799805,1331.699951,3369.800049,753.2999878
Alaska,1978,403000,441.8999939,12.89999962,55.59999847,91.30000305,282.1000061,5604.200195,1339.199951,3603.5,661.5
Alaska,1979,406000,491.1000061,13.30000019,71.90000153,109.5999985,296.2999878,5712.600098,1383.300049,3713.300049,616
Alaska,1980,440142,436,8.899999619,56.79999924,81.80000305,288.5,5209.700195,1259.800049,3388.899902,561
Alaska,1981,412000,615.7999878,14.60000038,102.1999969,114.5999985,384.5,5979.100098,1329.900024,3958.699951,690.5
Alaska,1982,438000,623.7000122,18.5,85.40000153,133.8000031,386.1000061,5588.799805,1188.099976,3806.399902,594.2999878
Alaska,1983,479000,613.7999878,13.80000019,101.5,97.09999847,401.5,5404.799805,1194.199951,3566.800049,643.7999878
Alaska,1984,500000,621.5999756,11.60000038,91.59999847,109.4000015,409,5493.600098,1236.800049,3628,628.7999878
Alaska,1985,521000,581.7999878,9.800000191,77.19999695,92.90000153,401.8999939,5295.200195,1191.699951,3497.100098,606.2999878
Alaska,1986,534000,570.4000244,8.600000381,72.69999695,88,401.1000061,5675.5,1161.800049,3909.899902,603.7000122
Alaska,1987,525000,455.3999939,10.10000038,65,73.09999847,307.2000122,4922.100098,970.0999756,3465.699951,486.2999878
Alaska,1988,513000,522.7999878,5.699999809,57.70000076,72.90000153,386.5,4398.799805,842.2999878,3101.600098,455
Alaska,1989,527000,497.7000122,8,52.90000153,67.59999847,369.2999878,4282.200195,826.9000244,3000.199951,455
Alaska,1990,550043,524.5,7.5,72.90000153,76.69999695,367.3999939,4628.200195,894.2999878,3168.5,565.4000244
Alaska,1991,570000,613.9000244,7.400000095,91.80000305,113.1999969,401.6000061,5087.700195,979.2999878,3574.600098,533.9000244
Alaska,1992,587000,660.5,7.5,98.59999847,109,445.2999878,4909,880.7000122,3531.199951,497.1000061
Alaska,1993,599000,760.7999878,9,83.80000305,122.4000015,545.5999756,4807.200195,816.9000244,3539.399902,450.8999939
Alaska,1994,606000,766.2999878,6.300000191,69,146.1999969,544.9000244,4941.700195,800,3601.300049,540.4000244
Alaska,1995,604000,770.9000244,9.100000381,80.30000305,155.1000061,526.2999878,4982.899902,836.9000244,3624.300049,521.7000122
Alaska,1996,607000,727.7000122,7.400000095,65.59999847,117,537.7000122,4722.700195,843.2000122,3386.699951,492.8999939
Alaska,1997,609000,701.0999756,8.899999619,66.19999695,106.4000015,519.7000122,4571.399902,702.0999756,3412.199951,457.1000061
Alaska,1998,614000,653.9000244,6.699999809,68.59999847,86.59999847,492,4123.100098,667.4000244,3031.100098,424.6000061
Alaska,1999,619000,630.7999878,8.399999619,83.5,91.40000153,447.6000061,3728.699951,611.2999878,2688.300049,429.1000061
Alaska,2000,626932,566.9000244,4.300000191,79.30000305,78.19999695,405.1000061,3682.5,621.9000244,2685.800049,374.7999878
Alaska,2001,634892,588.2999878,6.099999905,78.90000153,81,422.2999878,3647.899902,605.9000244,2629.600098,412.3999939
Alaska,2002,641482,565.4000244,5.099999905,79.69999695,76.19999695,404.3999939,3759.699951,609.2000122,2765.300049,385.2000122
Alaska,2003,648818,593.4000244,6,92.5,68.40000153,426.5,3742.199951,594.2000122,2770.699951,377.2999878
Alabama,1960,3266740,186.6000061,12.39999962,8.600000381,27.5,138.1000061,1035.400024,355.8999939,592.0999756,87.30000305
Alabama,1961,3302000,168.5,12.89999962,7.599999905,19.10000038,128.8999939,985.5,339.2999878,569.4000244,76.80000305
Alabama,1962,3358000,157.3000031,9.399999619,6.5,22.5,119,1067,349.1000061,634.5,83.40000153
Alabama,1963,3347000,182.6999969,10.19999981,5.699999809,24.70000076,142.1000061,1150.900024,376.8999939,683.4000244,90.59999847
Alabama,1964,3407000,213.1000061,9.300000191,11.69999981,29.10000038,163,1358.699951,466.6000061,784.0999756,108
Alabama,1965,3462000,199.8000031,11.39999962,10.60000038,28.70000076,149.1000061,1392.699951,473.7000122,812.0999756,106.9000015
Alabama,1966,3517000,230.3000031,10.89999962,9.699999809,32,177.6999969,1528,527.5,869.5999756,131
Alabama,1967,3540000,238.6000061,11.69999981,10.5,33,183.5,1612.400024,571.4000244,895,146
Alabama,1968,3566000,232.3999939,11.80000019,11.10000038,41,168.5,1766.599976,628.2000122,967.7000122,170.6999969
Alabama,1969,3531000,250.3999939,13.69999981,14,41,181.6999969,1876.199951,667.2000122,1037.800049,171.1999969
Alabama,1970,3444165,295.7000122,11.69999981,18.5,50.29999924,215.1999969,2183.800049,776.4000244,1184,223.5
Alabama,1971,3479000,311.3999939,15.10000038,19,57.59999847,219.6999969,2187,791.7999878,1173.900024,221.1999969
Alabama,1972,3510000,313.2000122,14.10000038,18.79999924,68.59999847,211.6999969,2081.300049,789.5999756,1096.699951,195
Alabama,1973,3539000,350.1000061,13.19999981,21.20000076,79.40000153,236.3000031,2232.199951,897.2999878,1107.800049,227.1999969
Alabama,1974,3577000,372.8999939,15,22.70000076,99.59999847,235.6000061,2627.199951,1057.900024,1308.699951,260.6000061
Alabama,1975,3614000,392.8999939,16,20.39999962,123,233.5,3079.600098,1163.800049,1645.5,270.2999878
Alabama,1976,3665000,388.7999878,15.10000038,21.70000076,96,256,3419.5,1170,1987.199951,262.2999878
Alabama,1977,3690000,414.3999939,14.19999981,25.20000076,96.80000305,278.2999878,3298.199951,1135.5,1881.900024,280.7000122
Alabama,1978,3742000,419.1000061,13.30000019,25.5,99.09999847,281.2000122,3519.699951,1229.300049,1987.900024,302.5
Alabama,1979,3769000,413.2999878,13.19999981,27.5,109.5,263.1000061,3830.5,1287.300049,2223.199951,320.1000061
Alabama,1980,3861466,448.5,13.19999981,30,132.1000061,273.2000122,4485.100098,1526.699951,2642.199951,316.2000122
Alabama,1981,3916000,470.5,11.89999962,26.10000038,126.5,306.1000061,4428.299805,1450.699951,2693.300049,284.2000122
Alabama,1982,3943000,447.7000122,10.60000038,26,112,299.1000061,4185.799805,1256.199951,2656.399902,273.2999878
Alabama,1983,3959000,416,9.199999809,23.5,98.40000153,284.8999939,3685,1073.099976,2381.399902,230.5
Alabama,1984,3990000,431.2000122,9.399999619,25.10000038,96.09999847,300.6000061,3470.899902,1001.799988,2235.5,233.6000061
Alabama,1985,4021000,457.5,9.800000191,26.79999924,105.4000015,315.5,3484.600098,1034.900024,2191.199951,258.5
Alabama,1986,4053000,558,10.10000038,28.39999962,111.5999985,407.8999939,3730.300049,1159,2304.399902,267
Alabama,1987,4083000,559.2000122,9.300000191,27.79999924,112.1999969,409.8999939,3892.199951,1198.300049,2431.100098,262.7999878
Alabama,1988,4127000,558.5999756,9.899999619,29.79999924,117.8000031,401.2000122,4003.100098,1233.800049,2502.600098,266.7000122
Alabama,1989,4118000,590.7999878,10.19999981,31,133.8999939,415.7000122,4037,1146.800049,2592.800049,297.5
Alabama,1990,4040587,708.5999756,11.60000038,32.59999847,143.6999969,520.7000122,4206.700195,1103.400024,2755.399902,347.7999878
Alabama,1991,4089000,844.2000122,11.5,35.59999847,152.8000031,644.4000244,4521.399902,1268.599976,2889.5,363.3999939
Alabama,1992,4136000,871.7000122,11,41.20000076,164.8999939,654.5999756,4396.399902,1186,2848.199951,362.2999878
Alabama,1993,4187000,780.4000244,11.60000038,35.09999847,159.5,574.2999878,4098.399902,1088.599976,2672,337.7999878
Alabama,1994,4219000,683.7000122,11.89999962,35.20000076,171.1999969,465.2999878,4219.399902,1044.400024,2843.100098,331.7999878
Alabama,1995,4253000,632.4000244,11.19999981,31.70000076,185.8000031,403.7000122,4215.700195,1024.800049,2844.300049,346.6000061
Alabama,1996,4273000,565.4000244,10,33,167,356,4254.700195,1002.099976,2886.699951,366
Alabama,1997,4319000,564.5,9.899999619,32.29999924,160.5,361.7999878,4325.299805,1013.799988,2954.800049,356.7000122
Alabama,1998,4352000,512.0999756,8.100000381,33.20000076,130.8999939,339.8999939,4085,964.2999878,2779,341.7000122
Alabama,1999,4370000,490.2000122,7.900000095,34.59999847,121.1999969,326.5,3922.199951,884.4000244,2737.199951,300.5
Alabama,2000,4447100,486.2000122,7.400000095,33.29999924,128.1999969,317.2000122,4059.699951,906.9000244,2864.800049,288
Alabama,2001,4464356,438.6000061,8.5,30.70000076,125.0999985,274.3999939,3880.800049,910.4000244,2687.800049,282.7000122
Alabama,2002,4478896,445,6.800000191,37.20000076,133.1000061,268,4027.800049,950.5999756,2767,310.1000061
Alabama,2003,4500752,429.5,6.599999905,36.79999924,134.1999969,251.8999939,4049.100098,960.7999878,2756,332.2999878
Arkansas,1960,1786272,107.6999969,8.5,8.899999619,24.79999924,65.5,926.4000244,302.2000122,573.7999878,50.29999924
Arkansas,1961,1797000,100.6999969,9.100000381,7.199999809,24.79999924,59.5,936.9000244,308.1000061,568.2000122,60.59999847
Arkansas,1962,1823000,91.40000153,7.900000095,6.800000191,21.89999962,54.79999924,998.2999878,311.7000122,612.7000122,73.90000153
Arkansas,1963,1858000,107.1999969,7.400000095,6.099999905,25.10000038,68.59999847,1073.699951,327.6000061,662.7999878,83.30000305
Arkansas,1964,1933000,136.6000061,7.599999905,8.100000381,29.20000076,91.69999695,1222.599976,369.1000061,756.4000244,97.09999847
Arkansas,1965,1960000,135.8000031,5.900000095,10.39999962,23.70000076,95.90000153,1138.400024,323.7000122,727.2000122,87.5
Arkansas,1966,1955000,162.8999939,7.099999905,9.800000191,29.39999962,116.5999985,1219.900024,360.2999878,774.4000244,85.19999695
Arkansas,1967,1968000,219.5,8.800000191,14.19999981,35.20000076,161.3000031,1408.900024,443.8999939,879.0999756,86
Arkansas,1968,2012000,216.6999969,8.100000381,17.29999924,39.59999847,151.6999969,1741.800049,569.7000122,1068.900024,103.1999969
Arkansas,1969,1995000,220.1000061,9.899999619,17.39999962,44.40000153,148.3999939,1968.5,651.0999756,1206.5,110.9000015
Arkansas,1970,1923295,222.3000031,10.10000038,17.10000038,45.59999847,149.5,2198.800049,759.4000244,1320,119.4000015
Arkansas,1971,1944000,240.6999969,10.5,17.10000038,48.70000076,164.5,2087.5,720.9000244,1243.5,123.0999985
Arkansas,1972,1978000,244.6999969,10.39999962,17.29999924,54.79999924,162.1999969,2107.699951,735.0999756,1258.400024,114.1999969
Arkansas,1973,2037000,289.8999939,8.800000191,19.5,71.5,190,2466.600098,888,1433.699951,144.8999939
Arkansas,1974,2062000,316.2000122,11.19999981,23.89999962,80.69999695,200.5,2984.399902,1075.199951,1745.300049,163.8999939
Arkansas,1975,2116000,348.2999878,10.10000038,25.89999962,87.59999847,224.6999969,3191.899902,1077.099976,1947,167.8000031
Arkansas,1976,2109000,303.8999939,10.10000038,24.20000076,76.69999695,192.8999939,3102.800049,937.5,2013.900024,151.3999939
Arkansas,1977,2144000,322.8999939,8.800000191,27.60000038,83.19999695,203.3999939,3018.100098,972.5999756,1862.099976,183.3999939
Arkansas,1978,2186000,344.1000061,9.100000381,23.10000038,80,231.8999939,3117.600098,967.0999756,1950.900024,199.6000061
Arkansas,1979,2180000,366.2000122,9.100000381,27.29999924,74.59999847,255.3000031,3254.5,984.2999878,2076.5,193.8000031
Arkansas,1980,2284037,335.2000122,9.199999809,26.70000076,80.90000153,218.3999939,3475.899902,1119,2169.800049,187.1000061
Arkansas,1981,2294000,310.2999878,9.100000381,25.20000076,77.40000153,198.6000061,3486.100098,1078.099976,2221.399902,186.6000061
Arkansas,1982,2291000,324.7000122,8.199999809,27.10000038,78.80000305,210.6000061,3546.899902,1071.5,2289.399902,186
Arkansas,1983,2328000,297.7000122,7.599999905,25.20000076,69.30000305,195.5,3202.899902,961.2999878,2067.899902,173.6999969
Arkansas,1984,2349000,321.3999939,7.5,29.70000076,67.59999847,216.6000061,3046.100098,885.9000244,1992.599976,167.6000061
Arkansas,1985,2359000,347.6000061,7.900000095,29.10000038,68.5,242,3237.5,941.4000244,2117.699951,178.3999939
Arkansas,1986,2372000,394.7999878,8.100000381,28.89999962,79.69999695,278.2000122,3529.899902,1029.900024,2305.100098,194.8999939
Arkansas,1987,2388000,412,7.599999905,32.59999847,79.09999847,292.6000061,3833.199951,1078,2548.699951,206.5
Arkansas,1988,2422000,422.7000122,8.699999809,32.20000076,84.09999847,297.6000061,3796.899902,1091.800049,2492.300049,212.8999939
Arkansas,1989,2406000,473.7000122,8.399999619,38.40000153,110.5999985,316.2999878,4082,1194.400024,2621.899902,265.6000061
Arkansas,1990,2350725,532.2000122,10.30000019,43.29999924,113.1999969,365.3999939,4334.700195,1210.900024,2834.399902,289.3999939
Arkansas,1991,2372000,593.2999878,11.10000038,44.59999847,135.6000061,401.8999939,4581.700195,1226.5,3013.800049,341.3999939
Arkansas,1992,2399000,576.5,10.80000019,41.29999924,125.5,399,4185.200195,1092.699951,2763.199951,329.2999878
Arkansas,1993,2424000,593.2999878,10.19999981,42.40000153,124.9000015,415.7999878,4217.5,1099.300049,2795.699951,322.5
Arkansas,1994,2453000,595.0999756,12,41.90000153,128.6999969,412.5,4203.600098,1097.099976,2791.600098,315
Arkansas,1995,2484000,553.2000122,10.39999962,37.20000076,125.6999969,379.7999878,4137.700195,996.9000244,2815.399902,325.3999939
Arkansas,1996,2510000,524.2999878,8.699999809,41.70000076,114.0999985,359.7999878,4174.899902,953.2000122,2908.800049,312.8999939
Arkansas,1997,2523000,526.9000244,9.899999619,43.5,111.5,361.8999939,4191.799805,1013.400024,2863.800049,314.6000061
Arkansas,1998,2538000,490.2000122,7.900000095,35.20000076,96.19999695,350.8999939,3793.199951,928.2999878,2581.800049,283.2000122
Arkansas,1999,2551000,425.2000122,5.599999905,27.79999924,79.30000305,312.5,3617.5,850.2999878,2506,261.2000122
Arkansas,2000,2673400,445.2999878,6.300000191,31.70000076,74.80000305,332.3999939,3670,802.0999756,2608.699951,259.2999878
Arkansas,2001,2692090,452.7999878,5.5,33.09999847,81,333.2000122,3681.399902,824.5,2585,271.8999939
Arkansas,2002,2706268,425,5.199999809,27.89999962,93.30000305,298.6000061,3738.399902,858.2999878,2628.300049,251.6999969
Arkansas,2003,2725714,456.1000061,6.400000095,33.09999847,81.69999695,334.7999878,3621.399902,913.5999756,2487.300049,220.5
Arizona,1960,1302161,207.6999969,6,16.10000038,54.20000076,131.3999939,2806,685.5,1782.199951,338.3999939
Arizona,1961,1391000,164.5,6,14.39999962,56.5,87.59999847,2969.399902,737.7000122,1876.300049,355.3999939
Arizona,1962,1509000,173,5.699999809,13.10000038,56.40000153,97.69999695,3028.100098,774.9000244,1895.599976,357.6000061
Arizona,1963,1559000,194.1999969,6,14.19999981,57.5,116.4000015,3200.399902,830.2999878,2002.099976,368
Arizona,1964,1581000,213,5.199999809,16.39999962,61.20000076,130.1999969,3432.300049,868.2000122,2225.800049,338.2999878
Arizona,1965,1608000,192.3000031,5,17.79999924,55.70000076,113.9000015,3355.5,816.5,2251.699951,287.2999878
Arizona,1966,1618000,202.1999969,6.099999905,18.29999924,55.5,122.4000015,3933.600098,931.0999756,2630.100098,372.2999878
Arizona,1967,1634000,238.1999969,5.599999905,16.70000076,74.90000153,141,4599.799805,1137.300049,3055.300049,407.2000122
Arizona,1968,1670000,263.6000061,6.300000191,18.70000076,86.69999695,151.8999939,4610.799805,1167.400024,3022.199951,421.2000122
Arizona,1969,1693000,339.2000122,6,23,99.90000153,210.1999969,4885.399902,1302.599976,3144.199951,438.6000061
Arizona,1970,1772482,370.2999878,9.5,27,120.1999969,213.6999969,5543.899902,1493,3549.699951,501.2000122
Arizona,1971,1849000,400.6000061,6.699999809,29.89999962,113.3000031,250.6999969,5540.899902,1435.900024,3654.199951,450.7999878
Arizona,1972,1945000,448.8999939,7.300000191,33.40000153,120.8000031,287.3999939,5484.399902,1615.900024,3438.699951,429.7999878
Arizona,1973,2058000,479.8999939,8.100000381,31,147.3000031,293.6000061,6224,1958.300049,3720.100098,545.5999756
Arizona,1974,2153000,566.7000122,9.600000381,37.5,204.1999969,315.5,7654.899902,2534,4518.600098,602.2999878
Arizona,1975,2224000,547.7999878,8.600000381,35.5,170,333.7999878,7793.700195,2529.899902,4747.700195,516.0999756
Arizona,1976,2270000,455.2999878,7.800000191,29.70000076,129.8999939,287.8999939,7431.100098,2366.600098,4642.700195,421.7999878
Arizona,1977,2296000,494.2000122,9.5,34.20000076,138.1999969,312.2999878,7253,2346.100098,4467.399902,439.5
Arizona,1978,2354000,552.0999756,9.399999619,44.20000076,162.8999939,335.6000061,7051.700195,2082.5,4504.799805,464.3999939
Arizona,1979,2450000,593,8.899999619,45.70000076,175.6999969,362.6000061,7264.399902,1996.599976,4774.5,493.2999878
Arizona,1980,2715357,650.9000244,10.30000019,45.20000076,193.6000061,401.7999878,7519.899902,2155.399902,4891.200195,473.2999878
Arizona,1981,2793000,575.7999878,8.100000381,38.09999847,177.6000061,352,7038.100098,2064.300049,4563.899902,410
Arizona,1982,2860000,517,8.300000191,38.5,158.6000061,311.6000061,6614,1883.300049,4360.899902,369.7999878
Arizona,1983,2963000,494.2000122,7.199999809,41.90000153,132.3999939,312.7000122,5897.399902,1668.599976,3871.800049,357
Arizona,1984,3053000,516.0999756,7.800000191,43.09999847,131.1000061,334.1000061,5983.299805,1714,3884.800049,384.5
Arizona,1985,3187000,602.5,8,45.70000076,146.5,402.2999878,6513.700195,1869.599976,4258.600098,385.5
Arizona,1986,3317000,658.2999878,9.300000191,43,169.1999969,436.7999878,6663.100098,1907.699951,4336.600098,418.7999878
Arizona,1987,3386000,612.5999756,7.5,41.20000076,138.3999939,425.5,6576,1626.099976,4527.299805,422.6000061
Arizona,1988,3466000,610.0999756,8.5,38.79999924,137,425.7999878,6861.200195,1580.300049,4821.700195,459.1000061
Arizona,1989,3556000,599.5999756,6.699999809,36.20000076,139,417.7000122,7460.200195,1667.199951,5106.100098,686.9000244
Arizona,1990,3665228,652.4000244,7.699999809,40.90000153,160.8999939,442.7999878,7236.399902,1669.900024,4703,863.5
Arizona,1991,3750000,670.7000122,7.800000191,42.40000153,165.6999969,454.7999878,6734.899902,1607.5,4266.299805,861.0999756
Arizona,1992,3832000,670.7999878,8.100000381,43,153.1000061,466.6000061,6357.799805,1411.699951,4124.600098,821.5
Arizona,1993,3936000,715,8.600000381,37.79999924,162.8999939,505.7000122,6716.700195,1465.5,4387.399902,863.7999878
Arizona,1994,4075000,703.0999756,10.5,36,162,494.7000122,7221.399902,1476.199951,4678.5,1066.699951
Arizona,1995,4218000,713.5,10.39999962,33.59999847,173.8000031,495.7000122,7500.100098,1416.800049,4925.600098,1157.699951
Arizona,1996,4428000,631.5,8.5,31.20000076,167.8000031,424,6435.5,1256.300049,4252.5,926.7000122
Arizona,1997,4555000,623.7000122,8.199999809,32.79999924,165.6999969,417.1000061,6571.299805,1318.900024,4282,970.4000244
Arizona,1998,4669000,577.9000244,8.100000381,31.10000038,165.1999969,373.6000061,5997,1209.5,3922.399902,865.0999756
Arizona,1999,4778000,551.2000122,8,28.89999962,152.5,361.6000061,5345.399902,1034.400024,3510.5,800.5
Arizona,2000,5130632,531.7000122,7,30.70000076,146.3000031,347.7000122,5297.799805,1011.599976,3444.100098,842.0999756
Arizona,2001,5307331,540.2999878,7.5,28.60000038,167.1000061,337.1000061,5537.100098,1032.900024,3520.600098,983.5999756
Arizona,2002,5441125,554.5,7.099999905,29.60000038,147,370.7999878,5849.799805,1085.900024,3704,1059.900024
Arizona,2003,5580811,513.2000122,7.900000095,33.29999924,136.5,335.5,5632.399902,1050.300049,3560.899902,1021.299988
California,1960,15717204,239,3.900000095,18.20000076,97.30000305,119.5999985,3235.399902,910.5,1984.800049,340.1000061
California,1961,16397000,232.6999969,3.700000048,18.5,90.5,120,3177.5,894.2000122,1950.599976,332.7000122
California,1962,16970000,234.8000031,3.900000095,17.39999962,91.90000153,121.6999969,3326.199951,934.0999756,2052.899902,339.2000122
California,1963,17590000,241.1999969,3.799999952,17.5,93.59999847,126.3000031,3545.800049,998.9000244,2184.699951,362.2000122
California,1964,18084000,265.6000061,4.099999905,20,103.1999969,138.1999969,3874.300049,1088.699951,2366.5,419.1000061
California,1965,18602000,282.2000122,4.699999809,21.20000076,113.3000031,142.8999939,4037.199951,1209.599976,2388,439.6000061
California,1966,18918000,305.1000061,4.599999905,23.39999962,118,159.1000061,4244.299805,1277.400024,2506.199951,460.7000122
California,1967,19153000,352.1000061,5.400000095,25,149,172.6999969,4703,1446,2748.800049,508.1000061
California,1968,19221000,422.8999939,6,29.89999962,192.5,194.6000061,5298.200195,1644.5,3032.300049,621.4000244
California,1969,19443000,462.2999878,7.099999905,36.29999924,201.8000031,217,5637.399902,1676.099976,3282.699951,678.5999756
California,1970,19953134,474.7999878,6.900000095,35.09999847,206.8999939,225.8999939,5864.299805,1753,3422.100098,689.2000122
California,1971,20223000,518.5999756,8.100000381,36.09999847,235.5,238.8999939,6171.5,1939.800049,3517.899902,713.9000244
California,1972,20468000,540.7000122,8.800000191,39.70000076,238.6000061,253.6999969,5872.399902,1949.199951,3242,681.2999878
California,1973,20601000,565.7999878,9,40.59999847,240.3999939,275.7999878,5739.100098,1979.599976,3123.600098,635.9000244
California,1974,20907000,610.5999756,9.5,40.59999847,252.6999969,307.7999878,6236.200195,2072,3525.5,638.7999878
California,1975,21185000,655.4000244,10.39999962,41.59999847,282.3999939,321,6549.200195,2217.300049,3703.699951,628.2000122
California,1976,21520000,669.2999878,10.30000019,44.70000076,275.6000061,338.7000122,6564.700195,2174.600098,3745.800049,644.2999878
California,1977,21896000,706,11.5,49.40000153,287,358,6302.700195,2139.399902,3499.800049,663.5
California,1978,22294000,742.9000244,11.69999981,50.79999924,306.1000061,374.3999939,6373.299805,2193.300049,3488.800049,691.2999878
California,1979,22696000,811.0999756,13,53.90000153,333.7999878,410.2999878,6657.700195,2186.800049,3732.600098,738.2999878
California,1980,23532680,893.5999756,14.5,58.20000076,384.2000122,436.7000122,6939.5,2316.5,3880,742.9000244
California,1981,24159000,863,13,56.20000076,388.2000122,405.6000061,6727.5,2238.5,3816.100098,672.9000244
California,1982,24724000,814.7000122,11.19999981,50.70000076,372.1000061,380.7000122,6470.700195,2020.199951,3785.100098,665.5
California,1983,25174000,772.5999756,10.5,48,340.8999939,373.1000061,5904.899902,1829.099976,3444.5,631.2000122
California,1984,25622000,763.4000244,10.60000038,45.70000076,327.5,379.5,5705,1729.300049,3346.100098,629.5999756
California,1985,26365000,765.2999878,10.5,43.29999924,327.7000122,383.7999878,5752.700195,1701.099976,3379.399902,672.2000122
California,1986,26981000,920.5,11.30000019,44.90000153,342.8999939,521.5,5842.299805,1696.400024,3383.899902,762
California,1987,27663000,918,10.60000038,43.79999924,301.2999878,562.4000244,5588.399902,1518.199951,3240.199951,830.0999756
California,1988,28168000,929.7999878,10.39999962,41.79999924,305.7999878,571.7999878,5705.700195,1447.099976,3314.5,944
California,1989,29063000,977.7000122,10.89999962,41.20000076,331.7999878,593.7999878,5785.799805,1412.300049,3346.5,1026.900024
California,1990,29760021,1045.199951,11.89999962,42.59999847,377,613.5999756,5558.399902,1345.400024,3197.5,1015.5
California,1991,30380000,1089.900024,12.69999981,42.40000153,411.2999878,623.5,5682.700195,1397.800049,3246,1038.900024
California,1992,30867000,1119.699951,12.69999981,41.29999924,424.1000061,641.5999756,5559.799805,1384.900024,3137.800049,1037.099976
California,1993,31211000,1077.800049,13.10000038,37.70000076,405.1000061,621.7999878,5379.100098,1327,3029.100098,1023
California,1994,31431000,1013,11.80000019,34.90000153,356.7999878,609.4000244,5160.799805,1222.5,2957.699951,980.5999756
California,1995,31589000,966,11.19999981,33.40000153,331.2000122,590.2999878,4865.100098,1120.300049,2856.899902,887.9000244
California,1996,31878000,862.7000122,9.100000381,32.09999847,295.6000061,525.7999878,4345.100098,979.4000244,2605.100098,760.5999756
California,1997,32268000,798.2999878,8,31.60000038,252.5,506.2000122,4067.100098,927.4000244,2430.899902,708.7999878
California,1998,32667000,703.7000122,6.599999905,29.89999962,210.6000061,456.6000061,3639.100098,823.5,2217.100098,598.5
California,1999,33145000,627.2000122,6,28.20000076,181.1000061,411.7000122,3177.800049,675.2999878,1994.199951,508.2999878
California,2000,33871648,621.5999756,6.099999905,28.89999962,177.8999939,408.7000122,3118.199951,656.2999878,1924.5,537.4000244
California,2001,34501130,617,6.400000095,28.89999962,187.1000061,394.6000061,3286,672.4000244,2022.199951,591.4000244
California,2002,35001986,595.4000244,6.800000191,29.10000038,185.6000061,373.7999878,3361.199951,681.2000122,2044.699951,635.2999878
California,2003,35484453,579.2999878,6.800000191,28.20000076,179.6999969,364.6000061,3424.300049,682.7999878,2061.399902,680.0999756
Colorado,1960,1753947,137.3000031,4.199999809,13.10000038,77.69999695,42.40000153,2035.099976,569.9000244,1251.400024,213.8000031
Colorado,1961,1781000,149.3000031,4.699999809,12.89999962,91.69999695,40,2254.699951,655.9000244,1322.300049,276.5
Colorado,1962,1907000,156.8000031,5,14.80000019,85.19999695,51.79999924,2510.300049,681.0999756,1507.099976,322.2000122
Colorado,1963,1961000,130.3000031,4.800000191,14.5,68.30000305,42.59999847,2530.5,670.5,1553.5,306.5
Colorado,1964,1966000,158.6000061,4.199999809,17.10000038,67.30000305,70.09999847,2570.100098,679.9000244,1619,271.2000122
Colorado,1965,1969000,152.6999969,3.5,16.20000076,54.5,78.59999847,2551.800049,650.9000244,1652.199951,248.6999969
Colorado,1966,1977000,168.8999939,4,17.29999924,53.79999924,93.80000305,2840.699951,711,1831.300049,298.2999878
Colorado,1967,1975000,191.8000031,4.099999905,20.89999962,67.90000153,98.90000153,3117.199951,789.4000244,2019.5,308.3999939
Colorado,1968,2048000,263,5.400000095,26.10000038,96.5,135,3599.600098,917,2262,420.6000061
